name,hostelid,rate,city,url
Nui. Hostel & Bar Lounge,67481,"
                9.4
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Nui-Hostel-and-Bar-Lounge/Tokyo/67481
Wise Owl Hostels Tokyo,268185,"
                9.3
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Wise-Owl-Hostels-Tokyo/Tokyo/268185
Kaisu Hostel,98774,"
                9.4
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Kaisu-Hostel/Tokyo/98774
CITAN Hostel,274237,"
                9.3
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/CITAN-Hostel/Tokyo/274237
Anne Hostel Yokozuna,91050,"
                9.0
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Anne-Hostel-Yokozuna/Tokyo/91050
Wise Owl Hostels Shibuya,275924,"
                9.0
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Wise-Owl-Hostels-Shibuya/Tokyo/275924
hostel DEN,284821,"
                9.3
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/hostel-DEN/Tokyo/284821
UNPLAN Kagurazaka,265421,"
                9.4
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/UNPLAN-Kagurazaka/Tokyo/265421
Hotel Graphy Nezu,73386,"
                8.8
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Hotel-Graphy-Nezu/Tokyo/73386
Backpackers Hostel K's House Tokyo,16019,"
                9.3
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Backpackers-Hostel-K-s-House-Tokyo/Tokyo/16019
Imano Tokyo Hostel,100620,"
                9.0
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Imano-Tokyo-Hostel/Tokyo/100620
Anne Hostel Asakusabashi,32652,"
                8.9
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Anne-Hostel-Asakusabashi/Tokyo/32652
Focus Kuramae,294343,"
                9.1
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Focus-Kuramae/Tokyo/294343
Khaosan Tokyo Samurai,95634,"
                9.3
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Khaosan-Tokyo-Samurai/Tokyo/95634
Hotel&Hostel On the Marks Tokyo Kawasaki,99126,"
                9.3
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Hotel-and-Hostel-On-the-Marks-Tokyo-Kawasaki/Tokyo/99126
The Millennials Shibuya,285601,"
                9.6
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/The-Millennials-Shibuya/Tokyo/285601
Hikari House,101241,"
                8.9
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Hikari-House/Tokyo/101241
AS House (Asakusa Smile),31305,"
                7.8
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/AS-House-Asakusa-Smile/Tokyo/31305
GRIDS TOKYO NIHOMBASHI EAST HOTEL&HOSTEL,102834,"
                9.6
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/GRIDS-TOKYO-NIHOMBASHI-EAST-HOTEL-and-HOSTEL/Tokyo/102834
Almond hostel & cafe Shibuya,278423,"
                8.9
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Almond-hostel-and-cafe-Shibuya/Tokyo/278423
RYOKANï¼HOSTEL WASABI Nippori,88791,"
                9.0
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/RYOKANHOSTEL-WASABI-Nippori/Tokyo/88791
Tokyo Hostel Fuji,271785,"
                9.2
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Tokyo-Hostel-Fuji/Tokyo/271785
Khaosan Tokyo Origami,88794,"
                9.2
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Khaosan-Tokyo-Origami/Tokyo/88794
Zabutton Hostel,93095,"
                9.2
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Zabutton-Hostel/Tokyo/93095
Oakhostel Fuji,265646,"
                8.2
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Oakhostel-Fuji/Tokyo/265646
Hostel Chapter Two Tokyo,283855,"
                9.7
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Hostel-Chapter-Two-Tokyo/Tokyo/283855
Turn Table Hostel,284581,"
                8.7
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Turn-Table-Hostel/Tokyo/284581
Obi Hostel,274874,"
                8.5
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Obi-Hostel/Tokyo/274874
JGH Tokyo,87951,"
                7.5
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/JGH-Tokyo/Tokyo/87951
IRORI Nihonbashi Hostel and Kitchen,100932,"
                8.5
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/IRORI-Nihonbashi-Hostel-and-Kitchen/Tokyo/100932
Oak Hostel Zen,85697,"
                9.0
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Oak-Hostel-Zen/Tokyo/85697
Hiromas Hostel in Kanda,276841,"
                7.9
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Hiromas-Hostel-in-Kanda/Tokyo/276841
Ace Inn Shinjuku,20457,"
                8.0
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Ace-Inn-Shinjuku/Tokyo/20457
Homeikan,1133,"
                9.2
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Homeikan/Tokyo/1133
Khaosan Tokyo Kabuki,47084,"
                9.2
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Khaosan-Tokyo-Kabuki/Tokyo/47084
Quality Hostel K's House Tokyo Oasis,38396,"
                9.2
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Quality-Hostel-K-s-House-Tokyo-Oasis/Tokyo/38396
Hostel Pumpkey Tokyo,284499,"
                8.2
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Hostel-Pumpkey-Tokyo/Tokyo/284499
Hostel WAQWAQ Tokyo Ueno Asakusa,284498,"
                8.4
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Hostel-WAQWAQ-Tokyo-Ueno-Asakusa/Tokyo/284498
Playsis East Tokyo,287001,"
                8.9
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Playsis-East-Tokyo/Tokyo/287001
Khaosan World Ryogoku Hostel,275477,"
                8.9
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Khaosan-World-Ryogoku-Hostel/Tokyo/275477
Sakura Hotel Ikebukuro,22747,"
                7.9
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Sakura-Hotel-Ikebukuro/Tokyo/22747
Asakusa Hostel Toukaisou,15493,"
                9.3
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Asakusa-Hostel-Toukaisou/Tokyo/15493
ARTnSHELTER,101399,"
                8.8
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/ARTnSHELTER/Tokyo/101399
&And Hostel Akihabara,283418,"
                8.8
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/-and-And-Hostel-Akihabara/Tokyo/283418
Little Japan,277898,"
                9.2
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Little-Japan/Tokyo/277898
YADOYA Guesthouse Green,48451,"
                7.5
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/YADOYA-Guesthouse-Green/Tokyo/48451
Toco Tokyo Heritage Hostel,46418,"
                9.4
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Toco-Tokyo-Heritage-Hostel/Tokyo/46418
MyCUBE by MYSTAYS Asakusa-Kuramae,272217,"
                9.3
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/MyCUBE-by-MYSTAYS-Asakusa-Kuramae/Tokyo/272217
Kikka,291488,"
                8.6
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Kikka/Tokyo/291488
Iza Tokyo Asakusa Guesthouse,266642,"
                8.8
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Iza-Tokyo-Asakusa-Guesthouse/Tokyo/266642
Stayto (former: Oak Hotel),53367,"
                8.2
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Stayto-former-Oak-Hotel/Tokyo/53367
The Wardrobe Hostel Record,294517,"
                8.9
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/The-Wardrobe-Hostel-Record/Tokyo/294517
Juyoh Hotel,76168,"
                9.3
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Juyoh-Hotel/Tokyo/76168
Book And Bed Tokyo Ikebukuro,264865,"
                8.8
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Book-And-Bed-Tokyo-Ikebukuro/Tokyo/264865
Guest House Shinagawa-shuku Tokyo,38400,"
                9.2
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Guest-House-Shinagawa-shuku-Tokyo/Tokyo/38400
Khaosan World Asakusa RYOKAN & HOSTEL,79505,"
                8.8
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Khaosan-World-Asakusa-RYOKAN-and-HOSTEL/Tokyo/79505
Tokyo Sumidagawa Youth Hostel,56097,"
                8.6
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Tokyo-Sumidagawa-Youth-Hostel/Tokyo/56097
Book And Bed Tokyo Asakusa,281524,"
                8.7
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Book-And-Bed-Tokyo-Asakusa/Tokyo/281524
Centurion Ladies Hostel Uenopark (Female only),274804,"
                9.0
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Centurion-Ladies-Hostel-Uenopark-Female-only/Tokyo/274804
Hostel Wahaku Kotobuki,288767,"
                8.4
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Hostel-Wahaku-Kotobuki/Tokyo/288767
bnb+Shinjuku Castle,282677,"
                7.3
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/bnbShinjuku-Castle/Tokyo/282677
Sadou Hostel Tokyo Ueno,295352,"
                9.8
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Sadou-Hostel-Tokyo-Ueno/Tokyo/295352
Good Diner Inn Copain,269709,"
                9.1
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Good-Diner-Inn-Copain/Tokyo/269709
Train Hostel HOKUTOSEI,272910,"
                8.9
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Train-Hostel-HOKUTOSEI/Tokyo/272910
Tadaima Japan Shinjuku Ryokan,284493,"
                8.0
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Tadaima-Japan-Shinjuku-Ryokan/Tokyo/284493
Top  Edge Hostel Koenji,294355,"
                8.3
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Top-Edge-Hostel-Koenji/Tokyo/294355
328 Hostel & Lounge,90420,"
                9.6
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/328-Hostel-and-Lounge/Tokyo/90420
&And Hostel Kanda,289744,"
                8.0
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/-and-And-Hostel-Kanda/Tokyo/289744
Akihabara Hotel 3000,264449,"
                9.7
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Akihabara-Hotel-3000/Tokyo/264449
DJ Hostel Ginza,293647,"
                8.9
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/DJ-Hostel-Ginza/Tokyo/293647
&And Hostel Ueno,278139,"
                8.8
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/-and-And-Hostel-Ueno/Tokyo/278139
Beagle Tokyo Hostel & Apartments,281987,"
                9.4
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Beagle-Tokyo-Hostel-and-Apartments/Tokyo/281987
The Wardrobe Hostel Roppongi,290768,"
                7.0
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/The-Wardrobe-Hostel-Roppongi/Tokyo/290768
Guesthouse Sensu,275113,"
                9.3
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Guesthouse-Sensu/Tokyo/275113
Capsule Inn Kinshichou,37256,"
                8.5
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Capsule-Inn-Kinshichou/Tokyo/37256
Comfybed Yoyogi,293959,"
                0.0
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Comfybed-Yoyogi/Tokyo/293959
bnb+Tokyo Tamachi,293757,"
                7.9
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/bnbTokyo-Tamachi/Tokyo/293757
Comfybed Azabujuban,293813,"
                0.0
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Comfybed-Azabujuban/Tokyo/293813
&And Hostel Asakusa,296122,"
                0.0
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/-and-And-Hostel-Asakusa/Tokyo/296122
&And Hostel-Asakusa North-,276202,"
                7.3
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/-and-And-Hostel-Asakusa-North-/Tokyo/276202
bnb+Post Town Shinbashi,293754,"
                8.9
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/bnbPost-Town-Shinbashi/Tokyo/293754
Busoan Library & Hostel,294713,"
                0.0
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Busoan-Library-and-Hostel/Tokyo/294713
bnb+Asakusa Kuramae,293759,"
                5.7
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/bnbAsakusa-Kuramae/Tokyo/293759
bnb+Asakusa Hostel,293758,"
                0.0
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/bnbAsakusa-Hostel/Tokyo/293758
bnb+Secret Base Mejiro,293751,"
                0.0
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/bnbSecret-Base-Mejiro/Tokyo/293751
The Micro Museum Hostel,294856,"
                0.0
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/The-Micro-Museum-Hostel/Tokyo/294856
bnb+Kanda Terrace Ogawamachi,293752,"
                8.6
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/bnbKanda-Terrace-Ogawamachi/Tokyo/293752
Mustard Hotel Asakusa1,295312,"
                0.0
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Mustard-Hotel-Asakusa1/Tokyo/295312
Oakhostel Sakura,278014,"
                9.0
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Oakhostel-Sakura/Tokyo/278014
Jimbocho Sakura Hotel,4662,"
                8.7
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Jimbocho-Sakura-Hotel/Tokyo/4662
Ikidane House Asakusa Hatago,285893,"
                9.4
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Ikidane-House-Asakusa-Hatago/Tokyo/285893
1night1980hostel Tokyo,86643,"
                7.7
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/1night1980hostel-Tokyo/Tokyo/86643
Guest House Denchi,277899,"
                9.9
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Guest-House-Denchi/Tokyo/277899
Hostel Kura,290681,"
                8.9
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Hostel-Kura/Tokyo/290681
Senju Tamuraya,290603,"
                9.8
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Senju-Tamuraya/Tokyo/290603
Ikidane House,274006,"
                8.6
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Ikidane-House/Tokyo/274006
Family & bAKpAK Tokyo Hostel,61467,"
                5.4
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Family-and-bAKpAK-Tokyo-Hostel/Tokyo/61467
Koenji Junjo Hotel,285896,"
                8.8
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Koenji-Junjo-Hotel/Tokyo/285896
&And Hostel Asakusa Station,289672,"
                9.6
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/-and-And-Hostel-Asakusa-Station/Tokyo/289672
Asakusahotel Wasou,271945,"
                8.4
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Asakusahotel-Wasou/Tokyo/271945
Shimokita Hostel,286830,"
                10.0
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Shimokita-Hostel/Tokyo/286830
YADOYA Guesthouse Orange,93939,"
                5.1
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/YADOYA-Guesthouse-Orange/Tokyo/93939
Oak Hotel Edo,272749,"
                0.0
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Oak-Hotel-Edo/Tokyo/272749
Capsule Hotel Anshin Oyado Ogikubo,270313,"
                10.0
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Capsule-Hotel-Anshin-Oyado-Ogikubo/Tokyo/270313
Asakusa Ryokan Toukaisou,11157,"
                8.6
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Asakusa-Ryokan-Toukaisou/Tokyo/11157
Sukeroku-no-Yado Sadachiyo,29483,"
                9.9
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Sukeroku-no-Yado-Sadachiyo/Tokyo/29483
J's Backpackers,93709,"
                8.1
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/J-s-Backpackers/Tokyo/93709
Khaosan Tokyo Laboratory,74311,"
                8.7
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Khaosan-Tokyo-Laboratory/Tokyo/74311
Hiromas Hostel in Akiba,283389,"
                8.1
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Hiromas-Hostel-in-Akiba/Tokyo/283389
bnb+ Ikebana Okina Yotsuya,282675,"
                8.9
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/bnb-Ikebana-Okina-Yotsuya/Tokyo/282675
Ryoma Ikebukuro I,286220,"
                0.0
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Ryoma-Ikebukuro-I/Tokyo/286220
Capsule Hotel Anshin Oyado Shinbashi Shiodome,281076,"
                9.1
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Capsule-Hotel-Anshin-Oyado-Shinbashi-Shiodome/Tokyo/281076
bnb+TripCommunityTokyo,282618,"
                7.1
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/bnbTripCommunityTokyo/Tokyo/282618
Guesthouse Kagaribi,273011,"
                9.3
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Guesthouse-Kagaribi/Tokyo/273011
Seven Garden,291531,"
                7.4
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Seven-Garden/Tokyo/291531
Capsule Value Kanda,66487,"
                7.1
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Capsule-Value-Kanda/Tokyo/66487
Capsule Hotel Anshin Oyado Akihabara,281075,"
                9.1
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Capsule-Hotel-Anshin-Oyado-Akihabara/Tokyo/281075
Edo Tokyo Hostel,272412,"
                4.9
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Edo-Tokyo-Hostel/Tokyo/272412
Capsule Hotel Anshin Oyado Shinbashi,281072,"
                0.0
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Capsule-Hotel-Anshin-Oyado-Shinbashi/Tokyo/281072
Japan Hostel Shinya Tokkyu,291182,"
                0.0
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Japan-Hostel-Shinya-Tokkyu/Tokyo/291182
Hiromas Hostel in Ueno,286076,"
                9.1
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Hiromas-Hostel-in-Ueno/Tokyo/286076
With B,285883,"
                7.8
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/With-B/Tokyo/285883
Hisayo's Inn,283587,"
                10.0
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Hisayo-s-Inn/Tokyo/283587
bnb+ Costeln Akibaï¼Female onlyï¼,282620,"
                0.0
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/bnb-Costeln-Akiba-Female-only/Tokyo/282620
Tokyo House Inn,272913,"
                0.0
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Tokyo-House-Inn/Tokyo/272913
Shibamata FU-TEN Bed and Local,276190,"
                0.0
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Shibamata-FU-TEN-Bed-and-Local/Tokyo/276190
Tamanoi Hostel 201/301,281335,"
                0.0
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Tamanoi-Hostel-201-301/Tokyo/281335
bnb+ Ninja Dojo Ueno,282676,"
                0.0
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/bnb-Ninja-Dojo-Ueno/Tokyo/282676
Asakusa Central Hotel,12220,"
                0.0
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Asakusa-Central-Hotel/Tokyo/12220
Hoshi Kai Kan,54783,"
                0.0
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Hoshi-Kai-Kan/Tokyo/54783
Hotel Boston Club,96427,"
                0.0
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Hotel-Boston-Club/Tokyo/96427
Japanize Guest House,273068,"
                6.3
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Japanize-Guest-House/Tokyo/273068
Tokyo Hutte,266636,"
                0.0
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Tokyo-Hutte/Tokyo/266636
Mustard Hotel Asakusa2,295313,"
                0.0
            ",Tokyo,https://www.hostelworld.com/hosteldetails.php/Mustard-Hotel-Asakusa2/Tokyo/295313
M Montreal,49955,"
                9.6
            ",Montreal,https://www.hostelworld.com/hosteldetails.php/M-Montreal/Montreal/49955
HI Montreal,4699,"
                9.2
            ",Montreal,https://www.hostelworld.com/hosteldetails.php/HI-Montreal/Montreal/4699
Samesun Montreal Central,35143,"
                9.2
            ",Montreal,https://www.hostelworld.com/hosteldetails.php/Samesun-Montreal-Central/Montreal/35143
Alexandrie-MontrÃ©al,18834,"
                9.2
            ",Montreal,https://www.hostelworld.com/hosteldetails.php/Alexandrie-Montreal/Montreal/18834
Auberge Saint-Paul,89762,"
                9.2
            ",Montreal,https://www.hostelworld.com/hosteldetails.php/Auberge-Saint-Paul/Montreal/89762
Auberge Bishop,63208,"
                9.0
            ",Montreal,https://www.hostelworld.com/hosteldetails.php/Auberge-Bishop/Montreal/63208
Pied-A-Terre Mont-Royal,285951,"
                6.5
            ",Montreal,https://www.hostelworld.com/hosteldetails.php/Pied-A-Terre-Mont-Royal/Montreal/285951
Auberge L'Apero,35085,"
                7.7
            ",Montreal,https://www.hostelworld.com/hosteldetails.php/Auberge-L-Apero/Montreal/35085
The Alternative Hostel of Old Montreal,32787,"
                9.0
            ",Montreal,https://www.hostelworld.com/hosteldetails.php/The-Alternative-Hostel-of-Old-Montreal/Montreal/32787
Le Gite du Plateau Mont-Royal,8840,"
                9.1
            ",Montreal,https://www.hostelworld.com/hosteldetails.php/Le-Gite-du-Plateau-Mont-Royal/Montreal/8840
HÃ´tel Champ-de-Mars,8544,"
                5.0
            ",Montreal,https://www.hostelworld.com/hosteldetails.php/Hotel-Champ-de-Mars/Montreal/8544
The Grey Nuns Residence by Concordia University,273133,"
                9.1
            ",Montreal,https://www.hostelworld.com/hosteldetails.php/The-Grey-Nuns-Residence-by-Concordia-University/Montreal/273133
ZUM Hotel,72268,"
                5.7
            ",Montreal,https://www.hostelworld.com/hosteldetails.php/ZUM-Hotel/Montreal/72268
Le GÃ®te du Parc Lafontaine,16143,"
                8.6
            ",Montreal,https://www.hostelworld.com/hosteldetails.php/Le-Gite-du-Parc-Lafontaine/Montreal/16143
Visitel Hotel Montreal,43238,"
                8.1
            ",Montreal,https://www.hostelworld.com/hosteldetails.php/Visitel-Hotel-Montreal/Montreal/43238
Hotel Ambrose,47479,"
                9.2
            ",Montreal,https://www.hostelworld.com/hosteldetails.php/Hotel-Ambrose/Montreal/47479
The Celebrities Hotel,32079,"
                6.7
            ",Montreal,https://www.hostelworld.com/hosteldetails.php/The-Celebrities-Hotel/Montreal/32079
Gite King Hostel,291290,"
                8.3
            ",Montreal,https://www.hostelworld.com/hosteldetails.php/Gite-King-Hostel/Montreal/291290
Hotel Ste-Catherine,37684,"
                7.0
            ",Montreal,https://www.hostelworld.com/hosteldetails.php/Hotel-Ste-Catherine/Montreal/37684
Samesun Vancouver,852,"
                8.8
            ",Vancouver,https://www.hostelworld.com/hosteldetails.php/Samesun-Vancouver/Vancouver/852
Cambie Hostel - Gastown,854,"
                8.2
            ",Vancouver,https://www.hostelworld.com/hosteldetails.php/Cambie-Hostel-Gastown/Vancouver/854
HI Vancouver Central,3986,"
                8.5
            ",Vancouver,https://www.hostelworld.com/hosteldetails.php/HI-Vancouver-Central/Vancouver/3986
HI Vancouver Downtown,3987,"
                8.5
            ",Vancouver,https://www.hostelworld.com/hosteldetails.php/HI-Vancouver-Downtown/Vancouver/3987
St. Clair Hotel-Hostel,398,"
                7.5
            ",Vancouver,https://www.hostelworld.com/hosteldetails.php/St-Clair-Hotel-Hostel/Vancouver/398
Vancouver Backpacker House,33665,"
                7.4
            ",Vancouver,https://www.hostelworld.com/hosteldetails.php/Vancouver-Backpacker-House/Vancouver/33665
YWCA Hotel,3759,"
                9.1
            ",Vancouver,https://www.hostelworld.com/hosteldetails.php/YWCA-Hotel/Vancouver/3759
Burnaby Rentals,280798,"
                9.0
            ",Vancouver,https://www.hostelworld.com/hosteldetails.php/Burnaby-Rentals/Vancouver/280798
Cambie Hostel - Seymour,855,"
                7.7
            ",Vancouver,https://www.hostelworld.com/hosteldetails.php/Cambie-Hostel-Seymour/Vancouver/855
HI Vancouver Jericho Beach,4320,"
                7.0
            ",Vancouver,https://www.hostelworld.com/hosteldetails.php/HI-Vancouver-Jericho-Beach/Vancouver/4320
Budget Inn Patricia Hotel,32809,"
                5.3
            ",Vancouver,https://www.hostelworld.com/hosteldetails.php/Budget-Inn-Patricia-Hotel/Vancouver/32809
Pacific Spirit Hostel,278919,"
                8.4
            ",Vancouver,https://www.hostelworld.com/hosteldetails.php/Pacific-Spirit-Hostel/Vancouver/278919
Ellison House,2627,"
                8.0
            ",Vancouver,https://www.hostelworld.com/hosteldetails.php/Ellison-House/Vancouver/2627
USA Hostels San Francisco,17521,"
                9.1
            ",San Francisco,https://www.hostelworld.com/hosteldetails.php/USA-Hostels-San-Francisco/San-Francisco/17521
HI San Francisco - Downtown,4549,"
                8.9
            ",San Francisco,https://www.hostelworld.com/hosteldetails.php/HI-San-Francisco-Downtown/San-Francisco/4549
HI San Francisco - City Center,1827,"
                8.5
            ",San Francisco,https://www.hostelworld.com/hosteldetails.php/HI-San-Francisco-City-Center/San-Francisco/1827
SFO Crashpad,282980,"
                7.4
            ",San Francisco,https://www.hostelworld.com/hosteldetails.php/SFO-Crashpad/San-Francisco/282980
Amsterdam Hostel,17927,"
                7.0
            ",San Francisco,https://www.hostelworld.com/hosteldetails.php/Amsterdam-Hostel/San-Francisco/17927
HI San Francisco - Fisherman's Wharf,4551,"
                8.6
            ",San Francisco,https://www.hostelworld.com/hosteldetails.php/HI-San-Francisco-Fisherman-s-Wharf/San-Francisco/4551
Orange Village Hostel,39781,"
                7.8
            ",San Francisco,https://www.hostelworld.com/hosteldetails.php/Orange-Village-Hostel/San-Francisco/39781
Music City Hotel/Hostel,33320,"
                8.4
            ",San Francisco,https://www.hostelworld.com/hosteldetails.php/Music-City-Hotel-Hostel/San-Francisco/33320
Green Tortoise Hostel,1821,"
                8.9
            ",San Francisco,https://www.hostelworld.com/hosteldetails.php/Green-Tortoise-Hostel/San-Francisco/1821
European Hostel,38114,"
                5.5
            ",San Francisco,https://www.hostelworld.com/hosteldetails.php/European-Hostel/San-Francisco/38114
Union Hotel,264176,"
                7.7
            ",San Francisco,https://www.hostelworld.com/hosteldetails.php/Union-Hotel/San-Francisco/264176
