name,hostelid,rate,city,url
Dutchies Hostel,263630,"
                8.5
            ",Amsterdam,https://www.hostelworld.com/hosteldetails.php/Dutchies-Hostel/Amsterdam/263630
Hostel Cosmos Amsterdam,651,"
                6.6
            ",Amsterdam,https://www.hostelworld.com/hosteldetails.php/Hostel-Cosmos-Amsterdam/Amsterdam/651
Amigo Hostel Amsterdam,58077,"
                6.5
            ",Amsterdam,https://www.hostelworld.com/hosteldetails.php/Amigo-Hostel-Amsterdam/Amsterdam/58077
Amsterdam Hostel Orfeo,11260,"
                6.0
            ",Amsterdam,https://www.hostelworld.com/hosteldetails.php/Amsterdam-Hostel-Orfeo/Amsterdam/11260
Garden View Bed and Breakfast,13371,"
                9.3
            ",Amsterdam,https://www.hostelworld.com/hosteldetails.php/Garden-View-Bed-and-Breakfast/Amsterdam/13371
Amsterdam Hostel Sarphati,50059,"
                6.9
            ",Amsterdam,https://www.hostelworld.com/hosteldetails.php/Amsterdam-Hostel-Sarphati/Amsterdam/50059
Hostel Sleep Inn,35931,"
                5.8
            ",Amsterdam,https://www.hostelworld.com/hosteldetails.php/Hostel-Sleep-Inn/Amsterdam/35931
Amsterdam Hostel Leidseplein,58229,"
                5.9
            ",Amsterdam,https://www.hostelworld.com/hosteldetails.php/Amsterdam-Hostel-Leidseplein/Amsterdam/58229
Pension De Laurier,5162,"
                9.7
            ",Amsterdam,https://www.hostelworld.com/hosteldetails.php/Pension-De-Laurier/Amsterdam/5162
MPS Waterland Amsterdam,63035,"
                9.4
            ",Amsterdam,https://www.hostelworld.com/hosteldetails.php/MPS-Waterland-Amsterdam/Amsterdam/63035
Intersail,29830,"
                9.5
            ",Amsterdam,https://www.hostelworld.com/hosteldetails.php/Intersail/Amsterdam/29830
Amsterdam Hostel Uptown,8273,"
                6.5
            ",Amsterdam,https://www.hostelworld.com/hosteldetails.php/Amsterdam-Hostel-Uptown/Amsterdam/8273
Qbic Amsterdam WTC,64100,"
                8.2
            ",Amsterdam,https://www.hostelworld.com/hosteldetails.php/Qbic-Amsterdam-WTC/Amsterdam/64100
Damrak Inn,27629,"
                6.6
            ",Amsterdam,https://www.hostelworld.com/hosteldetails.php/Damrak-Inn/Amsterdam/27629
The Cabin Amsterdam,275101,"
                9.6
            ",Amsterdam,https://www.hostelworld.com/hosteldetails.php/The-Cabin-Amsterdam/Amsterdam/275101
Amsterdam Teleport Hotel,98109,"
                8.8
            ",Amsterdam,https://www.hostelworld.com/hosteldetails.php/Amsterdam-Teleport-Hotel/Amsterdam/98109
Jacob's Home,42224,"
                9.5
            ",Amsterdam,https://www.hostelworld.com/hosteldetails.php/Jacob-s-Home/Amsterdam/42224
Amsterdam Hostel Centre,284478,"
                6.5
            ",Amsterdam,https://www.hostelworld.com/hosteldetails.php/Amsterdam-Hostel-Centre/Amsterdam/284478
Damhotel,26014,"
                6.7
            ",Amsterdam,https://www.hostelworld.com/hosteldetails.php/Damhotel/Amsterdam/26014
De Bedstee Boutique Capsule Hotel,281719,"
                8.3
            ",Amsterdam,https://www.hostelworld.com/hosteldetails.php/De-Bedstee-Boutique-Capsule-Hotel/Amsterdam/281719
ITC Hotel Amsterdam,33451,"
                8.8
            ",Amsterdam,https://www.hostelworld.com/hosteldetails.php/ITC-Hotel-Amsterdam/Amsterdam/33451
Old Quarter,75393,"
                8.0
            ",Amsterdam,https://www.hostelworld.com/hosteldetails.php/Old-Quarter/Amsterdam/75393
Liberte Amsterdam,286524,"
                9.0
            ",Amsterdam,https://www.hostelworld.com/hosteldetails.php/Liberte-Amsterdam/Amsterdam/286524
Hotel Jupiter,10882,"
                8.1
            ",Amsterdam,https://www.hostelworld.com/hosteldetails.php/Hotel-Jupiter/Amsterdam/10882
Hotel The Veteran,36465,"
                7.1
            ",Amsterdam,https://www.hostelworld.com/hosteldetails.php/Hotel-The-Veteran/Amsterdam/36465
Hotel Sphinx,3519,"
                7.1
            ",Amsterdam,https://www.hostelworld.com/hosteldetails.php/Hotel-Sphinx/Amsterdam/3519
Hotel Flipper  Amsterdam,14506,"
                7.4
            ",Amsterdam,https://www.hostelworld.com/hosteldetails.php/Hotel-Flipper-Amsterdam/Amsterdam/14506
Residence 86,100614,"
                8.4
            ",Amsterdam,https://www.hostelworld.com/hosteldetails.php/Residence-86/Amsterdam/100614
City Hotel,267590,"
                6.4
            ",Amsterdam,https://www.hostelworld.com/hosteldetails.php/City-Hotel/Amsterdam/267590
Central Rooms,55954,"
                8.3
            ",Amsterdam,https://www.hostelworld.com/hosteldetails.php/Central-Rooms/Amsterdam/55954
Sharm Hotel,34330,"
                8.0
            ",Amsterdam,https://www.hostelworld.com/hosteldetails.php/Sharm-Hotel/Amsterdam/34330
The Quentin Arrive,5250,"
                6.8
            ",Amsterdam,https://www.hostelworld.com/hosteldetails.php/The-Quentin-Arrive/Amsterdam/5250
BackStage Hotel,22380,"
                7.6
            ",Amsterdam,https://www.hostelworld.com/hosteldetails.php/BackStage-Hotel/Amsterdam/22380
Hotel Monopole,67674,"
                8.2
            ",Amsterdam,https://www.hostelworld.com/hosteldetails.php/Hotel-Monopole/Amsterdam/67674
Hotel Vossius Vondelpark,81588,"
                8.3
            ",Amsterdam,https://www.hostelworld.com/hosteldetails.php/Hotel-Vossius-Vondelpark/Amsterdam/81588
Arknoa Houseboat,5532,"
                9.4
            ",Amsterdam,https://www.hostelworld.com/hosteldetails.php/Arknoa-Houseboat/Amsterdam/5532
Hotel Hermitage,82545,"
                7.8
            ",Amsterdam,https://www.hostelworld.com/hosteldetails.php/Hotel-Hermitage/Amsterdam/82545
Antonia Houseboat,30962,"
                10.0
            ",Amsterdam,https://www.hostelworld.com/hosteldetails.php/Antonia-Houseboat/Amsterdam/30962
Budget Hotel Titus,64670,"
                8.6
            ",Amsterdam,https://www.hostelworld.com/hosteldetails.php/Budget-Hotel-Titus/Amsterdam/64670
Hotel Plantage,5129,"
                6.3
            ",Amsterdam,https://www.hostelworld.com/hosteldetails.php/Hotel-Plantage/Amsterdam/5129
Townhouse Hotel,15114,"
                0.0
            ",Amsterdam,https://www.hostelworld.com/hosteldetails.php/Townhouse-Hotel/Amsterdam/15114
Hotel Amsterdam Inn,74889,"
                6.3
            ",Amsterdam,https://www.hostelworld.com/hosteldetails.php/Hotel-Amsterdam-Inn/Amsterdam/74889
The Quentin England Hotel,5239,"
                5.7
            ",Amsterdam,https://www.hostelworld.com/hosteldetails.php/The-Quentin-England-Hotel/Amsterdam/5239
The Quentin Hotel,5189,"
                0.0
            ",Amsterdam,https://www.hostelworld.com/hosteldetails.php/The-Quentin-Hotel/Amsterdam/5189
Hotel The Bird,93580,"
                0.0
            ",Amsterdam,https://www.hostelworld.com/hosteldetails.php/Hotel-The-Bird/Amsterdam/93580
Quentin Golden Bear Hotel,80997,"
                0.0
            ",Amsterdam,https://www.hostelworld.com/hosteldetails.php/Quentin-Golden-Bear-Hotel/Amsterdam/80997
Aston City Hotel,24044,"
                7.4
            ",Amsterdam,https://www.hostelworld.com/hosteldetails.php/Aston-City-Hotel/Amsterdam/24044
Amsterdam Truelove Guesthouse and Antiques,4795,"
                0.0
            ",Amsterdam,https://www.hostelworld.com/hosteldetails.php/Amsterdam-Truelove-Guesthouse-and-Antiques/Amsterdam/4795
Tulipana Residence,68149,"
                0.0
            ",Amsterdam,https://www.hostelworld.com/hosteldetails.php/Tulipana-Residence/Amsterdam/68149
Parkside B&B,266377,"
                9.2
            ",Amsterdam,https://www.hostelworld.com/hosteldetails.php/Parkside-B-and-B/Amsterdam/266377
Amsterhouse B&B,273616,"
                0.0
            ",Amsterdam,https://www.hostelworld.com/hosteldetails.php/Amsterhouse-B-and-B/Amsterdam/273616
DB's b&b,17298,"
                0.0
            ",Amsterdam,https://www.hostelworld.com/hosteldetails.php/DB-s-b-and-b/Amsterdam/17298
Hotel Blyss,653,"
                0.0
            ",Amsterdam,https://www.hostelworld.com/hosteldetails.php/Hotel-Blyss/Amsterdam/653
City Backpackers Hostel,1190,"
                9.5
            ",Stockholm,https://www.hostelworld.com/hosteldetails.php/City-Backpackers-Hostel/Stockholm/1190
City Hostel - Central Station,18098,"
                9.0
            ",Stockholm,https://www.hostelworld.com/hosteldetails.php/City-Hostel-Central-Station/Stockholm/18098
Generator Stockholm,267266,"
                8.8
            ",Stockholm,https://www.hostelworld.com/hosteldetails.php/Generator-Stockholm/Stockholm/267266
STF/IYHF af Chapman/Skeppsholmen,32555,"
                8.9
            ",Stockholm,https://www.hostelworld.com/hosteldetails.php/STF-IYHF-af-Chapman-Skeppsholmen/Stockholm/32555
Castanea Old Town Hostel,18034,"
                9.5
            ",Stockholm,https://www.hostelworld.com/hosteldetails.php/Castanea-Old-Town-Hostel/Stockholm/18034
Lodge32,20883,"
                6.8
            ",Stockholm,https://www.hostelworld.com/hosteldetails.php/Lodge32/Stockholm/20883
Birka Hostel,37440,"
                7.2
            ",Stockholm,https://www.hostelworld.com/hosteldetails.php/Birka-Hostel/Stockholm/37440
Dockside Hostel Old Town,18101,"
                7.8
            ",Stockholm,https://www.hostelworld.com/hosteldetails.php/Dockside-Hostel-Old-Town/Stockholm/18101
Acco Hostel,32067,"
                6.0
            ",Stockholm,https://www.hostelworld.com/hosteldetails.php/Acco-Hostel/Stockholm/32067
The Red Boat MÃ¤laren,5720,"
                8.3
            ",Stockholm,https://www.hostelworld.com/hosteldetails.php/The-Red-Boat-Malaren/Stockholm/5720
Interhostel,44654,"
                5.7
            ",Stockholm,https://www.hostelworld.com/hosteldetails.php/Interhostel/Stockholm/44654
Langholmens Vandrarhem STF/HI,10766,"
                8.6
            ",Stockholm,https://www.hostelworld.com/hosteldetails.php/Langholmens-Vandrarhem-STF-HI/Stockholm/10766
Vasastan Hostel,32411,"
                7.9
            ",Stockholm,https://www.hostelworld.com/hosteldetails.php/Vasastan-Hostel/Stockholm/32411
City Lodge Stockholm,7606,"
                5.4
            ",Stockholm,https://www.hostelworld.com/hosteldetails.php/City-Lodge-Stockholm/Stockholm/7606
Crafoord Place,25953,"
                7.4
            ",Stockholm,https://www.hostelworld.com/hosteldetails.php/Crafoord-Place/Stockholm/25953
Hostel Dalagatan,86897,"
                7.0
            ",Stockholm,https://www.hostelworld.com/hosteldetails.php/Hostel-Dalagatan/Stockholm/86897
Jumbo Stay STF/IYHF,32242,"
                8.9
            ",Stockholm,https://www.hostelworld.com/hosteldetails.php/Jumbo-Stay-STF-IYHF/Stockholm/32242
IYHF Youth Hostel Zinkensdamm,10575,"
                9.9
            ",Stockholm,https://www.hostelworld.com/hosteldetails.php/IYHF-Youth-Hostel-Zinkensdamm/Stockholm/10575
Eight Rooms AB,295055,"
                0.0
            ",Stockholm,https://www.hostelworld.com/hosteldetails.php/Eight-Rooms-AB/Stockholm/295055
Comfort Hotel Xpress Stockholm Central,296347,"
                0.0
            ",Stockholm,https://www.hostelworld.com/hosteldetails.php/Comfort-Hotel-Xpress-Stockholm-Central/Stockholm/296347
Old Town Lodge,42726,"
                8.5
            ",Stockholm,https://www.hostelworld.com/hosteldetails.php/Old-Town-Lodge/Stockholm/42726
Mosebacke Hostel,42550,"
                7.9
            ",Stockholm,https://www.hostelworld.com/hosteldetails.php/Mosebacke-Hostel/Stockholm/42550
Hotell Dialog,36158,"
                6.7
            ",Stockholm,https://www.hostelworld.com/hosteldetails.php/Hotell-Dialog/Stockholm/36158
STF Gardet,32405,"
                8.3
            ",Stockholm,https://www.hostelworld.com/hosteldetails.php/STF-Gardet/Stockholm/32405
Castle House Inn,100289,"
                0.0
            ",Stockholm,https://www.hostelworld.com/hosteldetails.php/Castle-House-Inn/Stockholm/100289
Three star hostel Stockholm AB,35095,"
                6.0
            ",Stockholm,https://www.hostelworld.com/hosteldetails.php/Three-star-hostel-Stockholm-AB/Stockholm/35095
UtÃ¶ Hostel,70205,"
                7.4
            ",Stockholm,https://www.hostelworld.com/hosteldetails.php/Uto-Hostel/Stockholm/70205
Stockholm Inn Hotel,67812,"
                7.4
            ",Stockholm,https://www.hostelworld.com/hosteldetails.php/Stockholm-Inn-Hotel/Stockholm/67812
Archipelago Hostel Old Town,18096,"
                0.0
            ",Stockholm,https://www.hostelworld.com/hosteldetails.php/Archipelago-Hostel-Old-Town/Stockholm/18096
Birmingham Central Backpackers,14928,"
                8.2
            ",Birmingham,https://www.hostelworld.com/hosteldetails.php/Birmingham-Central-Backpackers/Birmingham/14928
Hatters Backpack Hostel -Birmingham,5132,"
                7.5
            ",Birmingham,https://www.hostelworld.com/hosteldetails.php/Hatters-Backpack-Hostel-Birmingham/Birmingham/5132
Comfort Inn Birmingham,287124,"
                5.2
            ",Birmingham,https://www.hostelworld.com/hosteldetails.php/Comfort-Inn-Birmingham/Birmingham/287124
Prince Hotel,19737,"
                7.7
            ",Birmingham,https://www.hostelworld.com/hosteldetails.php/Prince-Hotel/Birmingham/19737
Euro Hostel Glasgow,563,"
                8.0
            ",Glasgow,https://www.hostelworld.com/hosteldetails.php/Euro-Hostel-Glasgow/Glasgow/563
Clyde Hostel,277405,"
                6.9
            ",Glasgow,https://www.hostelworld.com/hosteldetails.php/Clyde-Hostel/Glasgow/277405
Tartan Lodge,87397,"
                6.5
            ",Glasgow,https://www.hostelworld.com/hosteldetails.php/Tartan-Lodge/Glasgow/87397
Glasgow Youth Hostel,11809,"
                8.3
            ",Glasgow,https://www.hostelworld.com/hosteldetails.php/Glasgow-Youth-Hostel/Glasgow/11809
Hot Tub Hostel,277638,"
                6.9
            ",Glasgow,https://www.hostelworld.com/hosteldetails.php/Hot-Tub-Hostel/Glasgow/277638
Alba Hostel Glasgow,40378,"
                8.0
            ",Glasgow,https://www.hostelworld.com/hosteldetails.php/Alba-Hostel-Glasgow/Glasgow/40378
St Enoch Hotel,68535,"
                6.7
            ",Glasgow,https://www.hostelworld.com/hosteldetails.php/St-Enoch-Hotel/Glasgow/68535
The Hampton Court Guest House,74595,"
                8.7
            ",Glasgow,https://www.hostelworld.com/hosteldetails.php/The-Hampton-Court-Guest-House/Glasgow/74595
University of Glasgow - Cairncross House,5019,"
                8.7
            ",Glasgow,https://www.hostelworld.com/hosteldetails.php/University-of-Glasgow-Cairncross-House/Glasgow/5019
The Victorian House,4156,"
                7.8
            ",Glasgow,https://www.hostelworld.com/hosteldetails.php/The-Victorian-House/Glasgow/4156
Smiths Hotel,84442,"
                5.9
            ",Glasgow,https://www.hostelworld.com/hosteldetails.php/Smiths-Hotel/Glasgow/84442
McLays Guest House,3904,"
                9.0
            ",Glasgow,https://www.hostelworld.com/hosteldetails.php/McLays-Guest-House/Glasgow/3904
Crosshill House,275424,"
                8.3
            ",Glasgow,https://www.hostelworld.com/hosteldetails.php/Crosshill-House/Glasgow/275424
Merchant City Inn,86268,"
                9.1
            ",Glasgow,https://www.hostelworld.com/hosteldetails.php/Merchant-City-Inn/Glasgow/86268
Glasgow Metro Youth Hostel,96994,"
                8.4
            ",Glasgow,https://www.hostelworld.com/hosteldetails.php/Glasgow-Metro-Youth-Hostel/Glasgow/96994
The Heritage Hotel,91970,"
                8.9
            ",Glasgow,https://www.hostelworld.com/hosteldetails.php/The-Heritage-Hotel/Glasgow/91970
Scotia Airport Hotel,99353,"
                10.0
            ",Glasgow,https://www.hostelworld.com/hosteldetails.php/Scotia-Airport-Hotel/Glasgow/99353
Argyll Guest House,272069,"
                10.0
            ",Glasgow,https://www.hostelworld.com/hosteldetails.php/Argyll-Guest-House/Glasgow/272069
Beersbridge Lodge,7168,"
                9.1
            ",Glasgow,https://www.hostelworld.com/hosteldetails.php/Beersbridge-Lodge/Glasgow/7168
Kelvinhaugh Gate,283746,"
                7.3
            ",Glasgow,https://www.hostelworld.com/hosteldetails.php/Kelvinhaugh-Gate/Glasgow/283746
The Clifton,67170,"
                0.0
            ",Glasgow,https://www.hostelworld.com/hosteldetails.php/The-Clifton/Glasgow/67170
Castle Rock Hostel,551,"
                9.6
            ",Edinburgh,https://www.hostelworld.com/hosteldetails.php/Castle-Rock-Hostel/Edinburgh/551
Kick Ass Hostels,84137,"
                9.2
            ",Edinburgh,https://www.hostelworld.com/hosteldetails.php/Kick-Ass-Hostels/Edinburgh/84137
Edinburgh Backpackers,5001,"
                8.7
            ",Edinburgh,https://www.hostelworld.com/hosteldetails.php/Edinburgh-Backpackers/Edinburgh/5001
Safestay Edinburgh,14409,"
                8.8
            ",Edinburgh,https://www.hostelworld.com/hosteldetails.php/Safestay-Edinburgh/Edinburgh/14409
High Street Hostel,552,"
                9.1
            ",Edinburgh,https://www.hostelworld.com/hosteldetails.php/High-Street-Hostel/Edinburgh/552
Budget Backpackers,1759,"
                9.0
            ",Edinburgh,https://www.hostelworld.com/hosteldetails.php/Budget-Backpackers/Edinburgh/1759
Belford Hostel,5002,"
                8.4
            ",Edinburgh,https://www.hostelworld.com/hosteldetails.php/Belford-Hostel/Edinburgh/5002
St Christopher's Edinburgh,507,"
                8.3
            ",Edinburgh,https://www.hostelworld.com/hosteldetails.php/St-Christopher-s-Edinburgh/Edinburgh/507
Royal Mile Backpackers,11242,"
                9.3
            ",Edinburgh,https://www.hostelworld.com/hosteldetails.php/Royal-Mile-Backpackers/Edinburgh/11242
Light House Hostel,58575,"
                9.2
            ",Edinburgh,https://www.hostelworld.com/hosteldetails.php/Light-House-Hostel/Edinburgh/58575
Cowgate Tourist Hostel,571,"
                7.5
            ",Edinburgh,https://www.hostelworld.com/hosteldetails.php/Cowgate-Tourist-Hostel/Edinburgh/571
Argyle Backpackers,573,"
                8.9
            ",Edinburgh,https://www.hostelworld.com/hosteldetails.php/Argyle-Backpackers/Edinburgh/573
Princes Street Backpackers East,565,"
                7.1
            ",Edinburgh,https://www.hostelworld.com/hosteldetails.php/Princes-Street-Backpackers-East/Edinburgh/565
The Westend Hostel,16882,"
                8.5
            ",Edinburgh,https://www.hostelworld.com/hosteldetails.php/The-Westend-Hostel/Edinburgh/16882
The Hostel,3722,"
                7.4
            ",Edinburgh,https://www.hostelworld.com/hosteldetails.php/The-Hostel/Edinburgh/3722
CoDE Pod Hostels - THE LoFT,89285,"
                9.6
            ",Edinburgh,https://www.hostelworld.com/hosteldetails.php/CoDE-Pod-Hostels-THE-LoFT/Edinburgh/89285
Edinburgh Central Youth Hostel,16747,"
                8.6
            ",Edinburgh,https://www.hostelworld.com/hosteldetails.php/Edinburgh-Central-Youth-Hostel/Edinburgh/16747
The Baxter,87983,"
                8.9
            ",Edinburgh,https://www.hostelworld.com/hosteldetails.php/The-Baxter/Edinburgh/87983
Haystack Hostel,54494,"
                8.7
            ",Edinburgh,https://www.hostelworld.com/hosteldetails.php/Haystack-Hostel/Edinburgh/54494
Euro Hostel Edinburgh Halls,6677,"
                8.3
            ",Edinburgh,https://www.hostelworld.com/hosteldetails.php/Euro-Hostel-Edinburgh-Halls/Edinburgh/6677
Merith House Hotel,3581,"
                7.7
            ",Edinburgh,https://www.hostelworld.com/hosteldetails.php/Merith-House-Hotel/Edinburgh/3581
Edinburgh Metro Youth Hostel,12563,"
                8.2
            ",Edinburgh,https://www.hostelworld.com/hosteldetails.php/Edinburgh-Metro-Youth-Hostel/Edinburgh/12563
Destiny Student - Brae House,102127,"
                8.4
            ",Edinburgh,https://www.hostelworld.com/hosteldetails.php/Destiny-Student-Brae-House/Edinburgh/102127
Pollock Halls - Edinburgh First,34051,"
                9.5
            ",Edinburgh,https://www.hostelworld.com/hosteldetails.php/Pollock-Halls-Edinburgh-First/Edinburgh/34051
Grosvenor Gardens,9691,"
                9.0
            ",Edinburgh,https://www.hostelworld.com/hosteldetails.php/Grosvenor-Gardens/Edinburgh/9691
Park View House Hotel,3580,"
                8.0
            ",Edinburgh,https://www.hostelworld.com/hosteldetails.php/Park-View-House-Hotel/Edinburgh/3580
Blossom,35774,"
                8.9
            ",Edinburgh,https://www.hostelworld.com/hosteldetails.php/Blossom/Edinburgh/35774
Edinburgh Regency Guest House,10657,"
                8.4
            ",Edinburgh,https://www.hostelworld.com/hosteldetails.php/Edinburgh-Regency-Guest-House/Edinburgh/10657
CityLiveIn,268649,"
                8.6
            ",Edinburgh,https://www.hostelworld.com/hosteldetails.php/CityLiveIn/Edinburgh/268649
Edinburgh House Hotel,71614,"
                7.7
            ",Edinburgh,https://www.hostelworld.com/hosteldetails.php/Edinburgh-House-Hotel/Edinburgh/71614
Adelphi Hotel,84443,"
                2.9
            ",Edinburgh,https://www.hostelworld.com/hosteldetails.php/Adelphi-Hotel/Edinburgh/84443
Aynetree Guest House,4834,"
                8.3
            ",Edinburgh,https://www.hostelworld.com/hosteldetails.php/Aynetree-Guest-House/Edinburgh/4834
CoDE Pod Hostels - THE CoURT,296113,"
                0.0
            ",Edinburgh,https://www.hostelworld.com/hosteldetails.php/CoDE-Pod-Hostels-THE-CoURT/Edinburgh/296113
Syozant Drumdryan Central ApartHotel,284260,"
                3.7
            ",Edinburgh,https://www.hostelworld.com/hosteldetails.php/Syozant-Drumdryan-Central-ApartHotel/Edinburgh/284260
Destiny Student - Cowgate,102126,"
                7.0
            ",Edinburgh,https://www.hostelworld.com/hosteldetails.php/Destiny-Student-Cowgate/Edinburgh/102126
Destiny Student - Murano,263229,"
                8.0
            ",Edinburgh,https://www.hostelworld.com/hosteldetails.php/Destiny-Student-Murano/Edinburgh/263229
Destiny Student - Shrubhill,263237,"
                8.0
            ",Edinburgh,https://www.hostelworld.com/hosteldetails.php/Destiny-Student-Shrubhill/Edinburgh/263237
Young Street Apartments by Reizand,291849,"
                0.0
            ",Edinburgh,https://www.hostelworld.com/hosteldetails.php/Young-Street-Apartments-by-Reizand/Edinburgh/291849
Edinburgh Festival Camping,93566,"
                8.9
            ",Edinburgh,https://www.hostelworld.com/hosteldetails.php/Edinburgh-Festival-Camping/Edinburgh/93566
Syozant Lauriston Central ApartHotel,279300,"
                0.0
            ",Edinburgh,https://www.hostelworld.com/hosteldetails.php/Syozant-Lauriston-Central-ApartHotel/Edinburgh/279300
Syozant Morrison Central ApartHotel,279711,"
                0.0
            ",Edinburgh,https://www.hostelworld.com/hosteldetails.php/Syozant-Morrison-Central-ApartHotel/Edinburgh/279711
Culane House Hotel,42011,"
                0.0
            ",Edinburgh,https://www.hostelworld.com/hosteldetails.php/Culane-House-Hotel/Edinburgh/42011
Salisbury Court,287129,"
                0.0
            ",Edinburgh,https://www.hostelworld.com/hosteldetails.php/Salisbury-Court/Edinburgh/287129
Let's Edinburgh,10427,"
                0.0
            ",Edinburgh,https://www.hostelworld.com/hosteldetails.php/Let-s-Edinburgh/Edinburgh/10427
Hatters Hostel- Liverpool,29275,"
                8.0
            ",Liverpool,https://www.hostelworld.com/hosteldetails.php/Hatters-Hostel-Liverpool/Liverpool/29275
Euro Hostel Liverpool,75723,"
                8.7
            ",Liverpool,https://www.hostelworld.com/hosteldetails.php/Euro-Hostel-Liverpool/Liverpool/75723
Sleep Eat Love,287312,"
                8.8
            ",Liverpool,https://www.hostelworld.com/hosteldetails.php/Sleep-Eat-Love/Liverpool/287312
YHA Liverpool,6989,"
                8.8
            ",Liverpool,https://www.hostelworld.com/hosteldetails.php/YHA-Liverpool/Liverpool/6989
Arena House,272184,"
                8.1
            ",Liverpool,https://www.hostelworld.com/hosteldetails.php/Arena-House/Liverpool/272184
The Liverpool Pod,266898,"
                9.1
            ",Liverpool,https://www.hostelworld.com/hosteldetails.php/The-Liverpool-Pod/Liverpool/266898
Ellan Vannin Guest House,23234,"
                9.4
            ",Liverpool,https://www.hostelworld.com/hosteldetails.php/Ellan-Vannin-Guest-House/Liverpool/23234
Embassie Liverpool Backpackers,32659,"
                9.3
            ",Liverpool,https://www.hostelworld.com/hosteldetails.php/Embassie-Liverpool-Backpackers/Liverpool/32659
Liverpool International Inn,2902,"
                7.8
            ",Liverpool,https://www.hostelworld.com/hosteldetails.php/Liverpool-International-Inn/Liverpool/2902
Anfield Road Euro Hostel,274101,"
                5.8
            ",Liverpool,https://www.hostelworld.com/hosteldetails.php/Anfield-Road-Euro-Hostel/Liverpool/274101
Royal Chambers,60966,"
                8.0
            ",Liverpool,https://www.hostelworld.com/hosteldetails.php/Royal-Chambers/Liverpool/60966
Trivelles Liverpool,270053,"
                8.8
            ",Liverpool,https://www.hostelworld.com/hosteldetails.php/Trivelles-Liverpool/Liverpool/270053
Cocoon @ International Inn,96193,"
                9.0
            ",Liverpool,https://www.hostelworld.com/hosteldetails.php/Cocoon-International-Inn/Liverpool/96193
Sefton Park Hotel,54018,"
                8.6
            ",Liverpool,https://www.hostelworld.com/hosteldetails.php/Sefton-Park-Hotel/Liverpool/54018
Trivelles Seaforth,277863,"
                0.0
            ",Liverpool,https://www.hostelworld.com/hosteldetails.php/Trivelles-Seaforth/Liverpool/277863
